,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
359,fare,75,MX,1556592120,69,16.86,-99.88,80.6,2.6
360,itacare,100,KZ,1556595822,44,47.96,80.43,57.32060000000001,4.46
361,broome,0,ZW,1556595823,88,-18.53,32.12,47.60060000000006,0.65
362,troitsko-pechorsk,34,MM,1556595823,58,16.78,94.73,90.26060000000004,2.62
363,bejar,5,PF,1556595823,72,-22.43,-151.33,74.96060000000003,12.4
364,george town,90,CA,1556595803,86,47.66,-52.73,33.008,12.9
365,bontang,0,MX,1556595021,77,31.32,-113.53,69.99800000000002,12.96
366,quelimane,28,NO,1556595602,89,64.86,11.24,42.008,3.57
367,great falls,99,ID,1556595824,66,1.74,98.78,84.32060000000001,1.86
368,arys,0,RU,1556593200,25,53.6,91.39,62.6,5.0
369,margate,75,NO,1556592600,83,71.0,24.66,35.6,8.7
370,olafsvik,27,RU,1556595825,30,52.99,116.91,40.58059999999999,8.14
371,grong,20,ES,1556595777,72,27.91,-15.45,66.2,9.8
372,ende,99,RU,1556595825,37,44.75,132.04,56.060600000000036,7.18
373,samusu,35,MN,1556595825,19,46.68,113.28,55.70060000000005,6.99
374,port elizabeth,75,JP,1556595295,93,34.47,136.83,62.99600000000005,6.7
375,soyo,99,RU,1556595826,97,69.38,178.42,31.760600000000032,3.35
376,dhrangadhra,90,US,1556595038,69,41.12,-100.77,39.2,4.6
377,temaraia,52,RU,1556595826,50,52.79,46.74,34.82060000000001,1.67
378,tabukiniberu,75,IN,1556593200,70,11.67,92.75,86.0,5.1
379,moree,90,US,1556595686,82,34.64,-120.46,57.992,3.6
380,pochutla,100,CA,1556595827,30,54.77,-101.88,38.24060000000007,4.08
381,kondinskoye,90,US,1556595820,86,46.66,-95.65,39.2,2.43
382,ossora,40,DO,1556595080,94,19.3,-70.35,75.2,4.1
383,ust-maya,1,BR,1556595827,95,-20.63,-46.0,61.82060000000001,0.23
384,sug-aksy,94,BR,1556595827,85,-7.53,-46.04,75.32060000000001,1.39
385,bossangoa,20,TW,1556595793,52,24.75,121.75,93.00200000000008,2.6
386,narsaq,75,NO,1556592600,77,70.86,29.09,35.6,7.2
387,egvekinot,99,BR,1556595828,99,-1.71,-47.89,73.88059999999999,0.77
388,sioux lookout,20,TH,1556595552,63,12.25,102.51,95.0,3.6
389,batagay-alyta,0,BW,1556595828,46,-26.02,22.4,65.24060000000007,5.1
390,sorata,100,ID,1556595828,93,-3.36,135.5,79.46060000000003,1.67
391,stoyba,100,LR,1556595829,87,6.75,-11.37,79.82060000000001,1.46
392,sao filipe,20,CA,1556593200,31,55.34,-123.09,48.2,2.1
393,sao joao do paraiso,1,US,1556595609,88,32.78,-91.91,77.0,2.43
394,maniitsoq,100,BO,1556595829,88,-16.98,-65.13,72.44060000000007,0.89
395,pandan,74,BR,1556595830,87,-1.2,-46.02,78.38059999999999,2.32
396,sorong,0,NA,1556595830,53,-20.37,14.96,72.44060000000007,1.04
397,albanel,100,RU,1556595830,69,62.16,117.65,37.16060000000003,2.2
398,palabuhanratu,80,CD,1556595830,65,-6.42,20.79,73.88059999999999,1.6
399,aire-sur-la-lys,1,MG,1556595830,79,-13.19,49.05,73.34060000000008,4.03
400,ust-nera,0,BR,1556593200,82,-19.76,-44.31,68.0,1.5
401,caluquembe,80,MW,1556595831,96,-13.8,32.89,60.020600000000016,3.72
402,hunza,79,KE,1556595831,86,-1.85,36.79,65.96060000000003,2.24
403,bajil,90,US,1556595656,76,36.67,-121.66,60.008,4.6
404,kirakira,0,PL,1556595623,93,54.79,18.4,46.004000000000055,2.1
405,quartucciu,100,RU,1556595831,26,44.76,136.29,54.08059999999999,4.13
406,zaza del medio,100,LY,1556595832,39,31.86,10.98,63.08059999999999,2.53
407,kudahuvadhoo,97,CN,1556595832,36,32.73,108.99,74.60060000000006,0.46
408,pavlovsk,5,CA,1556593200,57,50.7,-127.42,57.2,3.6
409,fengkou,57,RU,1556595832,23,46.45,135.83,62.900600000000054,3.5
410,acapulco,48,SD,1556595833,9,12.35,29.25,82.16060000000003,4.85
411,ayagoz,0,CA,1556595833,51,66.15,-65.72,27.620600000000014,2.61
412,rusape,44,ID,1556595833,43,-3.75,103.64,87.20060000000005,1.15
413,pathein,0,FR,1556595726,93,43.11,0.72,48.00200000000008,2.1
414,safwah,100,SE,1556595620,100,60.15,15.18,46.99400000000007,1.5
415,moerai,0,ZA,1556595834,42,-29.67,22.74,64.34060000000008,4.1
416,asau,0,FR,1556595102,80,45.28,6.35,41.0,1.0
417,torbay,0,NC,1556593200,47,-22.28,166.46,78.8,6.2
418,puerto penasco,99,RU,1556595834,92,61.13,74.84,9.260600000000032,5.42
419,rorvik,29,NZ,1556592916,70,-39.94,176.59,53.99600000000005,1.79
420,cockburn harbour,20,BR,1556593200,88,-7.47,-34.81,80.6,0.5
421,ust-kamchatsk,55,FR,1556595787,93,48.38,-4.62,51.008,2.1
422,sibolga,52,NZ,1556595835,71,-45.41,167.72,50.12060000000001,1.71
423,belyy yar,0,RU,1556595835,90,67.46,153.71,29.780599999999993,5.22
424,havoysund,40,BR,1556593200,93,-23.68,-45.44,64.4,1.4
425,bukachacha,90,CA,1556595773,86,48.86,-53.99,28.994000000000074,7.7
426,aguimes,75,AU,1556595709,77,-28.95,153.24,73.4,2.1
427,kamen-rybolov,77,MX,1556595836,73,20.87,-90.4,82.70060000000005,7.47
428,baruun-urt,1,US,1556595746,60,30.83,-83.28,73.99400000000007,2.6
429,toba,1,US,1556595806,83,36.24,-90.06,73.4,2.6
430,leningradskiy,90,CA,1556593200,38,58.81,-122.69,41.0,6.2
431,north platte,41,GW,1556595837,73,11.28,-15.83,78.56060000000004,5.85
432,neverkino,100,RU,1556595837,81,60.47,166.1,36.62060000000001,4.65
433,port blair,1,CL,1556595838,77,-25.41,-70.49,61.82060000000001,1.21
434,lompoc,0,SN,1556593200,82,14.69,-16.54,68.0,9.8
435,flin flon,67,ZM,1556595838,97,-9.33,32.75,60.020600000000016,2.41
436,luce,40,CA,1556595774,12,60.72,-135.06,55.4,4.6
437,santa ana arriba,0,ZA,1556595838,73,-23.67,27.74,56.420600000000015,1.97
438,ponta do sol,75,PW,1556592600,79,7.04,134.26,84.2,4.6
439,balsas,75,US,1556595795,69,21.39,-157.74,80.6,2.6
440,yilan,16,RU,1556595839,65,56.26,32.09,36.26060000000003,2.25
441,berlevag,0,BR,1556595839,85,-30.17,-50.22,64.34060000000008,2.66
442,jutai,100,UZ,1556595839,46,39.25,65.15,63.08059999999999,6.02
443,trat,98,CN,1556595840,19,34.66,112.42,74.06060000000004,3.4
444,tsabong,75,PT,1556595721,82,39.36,-9.38,57.2,5.7
445,nabire,100,RU,1556595840,99,65.58,-170.99,31.940600000000074,3.48
446,kyra,100,RU,1556595840,75,55.68,76.74,35.000600000000055,4.1
447,robertsport,40,CA,1556595049,49,50.2,-66.38,28.004000000000055,3.6
448,mackenzie,66,AU,1556593200,20,-20.31,118.58,93.2,5.7
449,bastrop,96,RO,1556595000,93,46.14,24.52,50.0,1.0
450,chimore,38,ID,1556595841,63,-6.5,108.06,88.10060000000006,1.4
451,carutapera,34,CN,1556595841,74,24.09,109.99,74.60060000000006,5.09
452,khorixas,21,RU,1556595842,25,50.11,129.44,67.58059999999999,7.81
453,suntar,20,PR,1556595658,69,18.37,-65.72,78.8,4.1
454,tshikapa,0,BR,1556593200,88,-20.25,-43.81,68.0,0.5
455,ambilobe,0,VE,1556595842,81,9.77,-63.21,71.36060000000003,1.94
456,esmeraldas,14,ZA,1556595843,91,-31.68,18.49,61.460600000000035,3.18
457,mchinji,97,MZ,1556595843,97,-15.12,39.26,67.94060000000007,2.68
458,kajiado,75,BZ,1556593200,78,18.04,-88.66,82.4,3.6
459,salinas,0,ZA,1556595843,47,-28.53,28.82,47.60060000000006,1.96
460,wladyslawowo,0,RU,1556593200,58,53.14,59.15,28.4,5.0
461,plastun,90,RU,1556595797,100,64.73,177.51,33.8,20.0
462,nalut,40,MX,1556592540,12,23.99,-104.67,69.8,3.6
463,ankang,61,AR,1556595562,33,-36.62,-64.29,49.58059999999999,2.45
464,port hardy,0,PH,1556595846,50,17.54,120.52,91.88059999999999,3.61
465,vostok,75,AU,1556595709,78,-28.98,153.42,73.4,4.6
466,abu zabad,20,CA,1556595845,66,49.16,-123.14,59.0,4.1
467,pangnirtung,90,CA,1556593800,92,58.52,-117.13,26.6,3.6
468,payo,100,AU,1556595847,85,-18.65,146.16,73.34060000000008,2.66
469,bolungarvik,24,RU,1556595847,39,48.98,131.55,63.08059999999999,3.18
470,saint-gaudens,6,PY,1556595848,80,-23.49,-58.8,69.56060000000004,1.98
471,koyilandi,100,BR,1556595848,98,-1.82,-44.87,73.70060000000005,0.05
472,viligili,0,AF,1556595848,48,36.41,64.91,61.460600000000035,3.2
473,ludvika,5,RU,1556595848,74,54.43,31.9,37.880599999999994,2.1
474,prieska,90,CA,1556595773,86,49.14,-55.34,28.994000000000074,7.7
475,saint-jean-de-maurienne,93,VE,1556595622,73,9.0,-71.91,80.72060000000002,2.17
476,noumea,92,PG,1556595849,48,-6.29,145.87,76.40060000000005,1.23
477,lokosovo,0,AR,1556593200,52,-45.87,-67.48,42.8,4.1
478,waipawa,0,PT,1556595849,81,38.81,-7.46,52.82060000000001,1.94
479,barawe,48,ZM,1556595849,95,-10.39,28.7,60.920600000000015,1.68
480,pitimbu,75,NO,1556595095,74,68.56,14.91,39.2,0.5
481,plouzane,0,ML,1556595850,11,20.2,1.01,82.88059999999999,4.3
482,te anau,20,CU,1556595792,88,22.79,-82.51,75.2,4.6
483,srednekolymsk,88,AU,1556595850,47,-35.3,148.22,69.02060000000002,4.18
484,porto novo,1,US,1556595846,100,34.65,-82.78,68.0,1.53
485,hare bay,100,RU,1556595851,92,61.94,76.66,10.160600000000034,5.28
486,codrington,1,US,1556595845,60,34.01,-85.26,73.4,1.5
487,celestun,0,CA,1556595851,15,60.75,-137.51,45.62060000000001,2.14
488,valdosta,20,NG,1556593200,88,6.63,3.35,80.6,1.0
489,kennett,40,CN,1556593200,81,36.06,103.82,44.6,2.0
490,fort nelson,94,TZ,1556595852,80,-4.97,39.83,82.34060000000008,7.96
491,bubaque,100,PF,1556595852,80,-16.52,-151.75,81.80060000000006,12.2
492,tilichiki,40,NU,1556593200,79,-19.06,-169.92,84.2,3.1
493,taltal,75,NO,1556595639,93,63.66,9.57,48.992,1.0
494,gat,100,CA,1556595020,76,48.65,-53.11,32.0,8.49
495,nakonde,10,RU,1556595853,30,51.13,133.04,64.34060000000008,4.18
496,whitehorse,5,CN,1556595853,51,29.72,112.52,72.26060000000004,1.9
497,ellisras,75,MX,1556595085,69,23.22,-106.42,75.99199999999999,1.5
498,kloulklubed,0,GR,1556595603,58,39.1,22.35,53.99600000000005,3.6
499,kailua,75,AT,1556595850,93,48.64,13.53,44.99600000000005,5.7
500,zapadnaya dvina,78,BR,1556595854,82,-6.22,-57.76,77.12060000000001,0.88
501,cidreira,40,US,1556595821,93,41.42,-91.04,53.99600000000005,3.1
502,muborak,20,BB,1556593200,78,13.22,-59.52,78.8,5.7
503,luoyang,40,CO,1556593200,67,4.4,-74.39,57.2,2.28
504,peniche,15,AU,1556595674,25,-36.31,145.05,71.99600000000005,5.31
505,lavrentiya,40,US,1556595807,63,35.98,-114.83,60.998000000000026,2.11
506,vengerovo,90,US,1556595774,83,30.3,-99.24,73.00400000000005,5.1
507,sept-iles,2,CN,1556594834,50,37.38,117.96,75.00200000000008,0.89
508,port hedland,2,CU,1556595856,76,22.9,-83.16,79.82060000000001,8.57
509,biertan,0,TR,1556592600,66,38.62,34.71,51.998000000000026,2.1
510,kroya,75,CN,1556595837,87,31.41,121.49,66.00200000000008,4.0
511,dale,57,VN,1556595856,27,13.08,109.3,100.70060000000005,0.95
512,zavitinsk,90,CA,1556595714,100,44.08,-80.2,37.99400000000007,3.1
513,luquillo,90,US,1556595831,100,41.9,-84.04,44.6,0.95
514,praia,67,ID,1556595857,48,-2.54,115.51,92.24060000000007,0.5
515,boqueron,93,ID,1556595857,64,-7.37,108.54,87.74060000000007,1.05
516,kismayo,75,ES,1556595831,100,41.97,2.79,57.992,0.5
517,vredendal,100,RU,1556595857,68,56.17,107.45,35.360600000000034,6.22
518,nampula,100,NO,1556595094,100,62.91,6.91,48.2,3.6
519,san lazaro,93,GB,1556592600,93,60.4,-1.35,46.4,3.1
520,phuthaditjhaba,0,EG,1556595858,11,24.09,32.9,79.82060000000001,4.2
521,svetlogorsk,20,GB,1556595829,87,55.39,-4.0,46.4,2.1
522,anadyr,68,CN,1556595859,25,52.34,124.71,52.460600000000035,3.62
523,constitucion,75,US,1556595562,71,37.55,-121.99,60.998000000000026,3.1
524,santa rosa,0,RU,1556595859,57,63.92,127.47,28.520600000000012,3.85
525,san quintin,75,AL,1556594400,93,41.39,19.66,53.6,1.5
526,senmonorom,100,IS,1556595859,91,63.44,-20.27,47.60060000000006,10.42
527,bagotville,0,IR,1556593200,43,32.86,59.22,55.4,2.29
528,richmond,1,US,1556595525,34,47.66,-117.42,51.8,2.1
529,high level,7,CA,1556595860,74,49.91,-109.46,32.12060000000001,3.82
530,ingham,75,US,1556595804,78,33.31,-95.96,77.0,4.02
531,izvestkovyy,100,IE,1556595423,92,54.63,-8.45,50.0,4.02
532,pozo colorado,90,ES,1556595842,87,43.27,-7.54,55.99400000000007,1.0
533,jurado,40,US,1556595806,82,36.88,-89.59,71.00600000000003,1.5
534,cururupu,98,RU,1556595861,42,54.72,135.31,56.420600000000015,4.81
535,dawlatabad,0,RU,1556595861,56,53.51,142.97,46.70060000000005,3.14
536,sobolevo,75,JP,1556594326,94,31.5,131.29,69.00800000000001,1.0
537,botwood,75,GB,1556595788,93,50.16,-5.07,53.99600000000005,4.1
538,san carlos del zulia,0,NA,1556593331,94,-22.12,14.28,57.992,1.34
539,kainantu,20,CA,1556593200,17,54.78,-127.17,55.4,3.6
540,comodoro rivadavia,40,LA,1556593200,55,18.5,102.42,91.4,1.56
541,borba,22,NE,1556595862,9,13.32,12.61,84.50060000000005,4.48
542,mwense,93,VE,1556595863,74,9.96,-71.12,86.66060000000003,2.19
543,stokmarknes,52,CN,1556595863,38,24.19,102.82,72.26060000000004,5.48
544,tessalit,0,IN,1556595863,28,30.78,78.62,39.14060000000008,1.44
545,guira de melena,95,TD,1556595863,10,14.53,20.93,85.58059999999999,2.87
546,tumut,0,RU,1556593200,61,61.04,76.11,17.6,4.0
547,pendleton,95,EG,1556595864,71,31.35,27.25,65.78059999999999,3.22
548,novoagansk,20,ID,1556593200,62,-3.32,114.59,87.8,1.5
549,cedartown,0,RU,1556595864,70,66.77,123.37,20.240600000000075,2.84
550,sedelnikovo,27,CN,1556595864,69,23.74,109.23,75.14060000000008,4.89
551,haines junction,20,JM,1556593200,69,18.18,-76.45,80.6,3.6
